Package ID,City,Pincode,Ship Date,Delivery Date,Status,Partner,Delay Reason,Delivery Time (hrs),Latitude,Longitude
PKG2416,Nagpur,440004,2024-06-28,2024-07-01,Delivered,BlueDart,,72.0,21.16,79.1
PKG2417,Nagpur,440002,2024-06-22,2024-06-23,Failed,BlueDart,,24.0,21.1466,79.0849
PKG2418,Nagpur,440002,2024-06-16,2024-06-17,Delivered,Ekart,,24.0,21.1466,79.0849
PKG2419,Nagpur,440004,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,21.16,79.1
PKG2420,Nagpur,440002,2024-06-13,2024-06-15,Delayed,Ekart,Traffic,48.0,21.1466,79.0849
PKG2421,Nashik,422001,2024-06-18,2024-06-21,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG2422,Nagpur,440001,2024-06-21,2024-06-23,Delayed,Delhivery,Weather,48.0,21.1458,79.0882
PKG2423,Nashik,422002,2024-06-29,2024-06-30,Delayed,Ekart,Weather,24.0,20.002,73.79
PKG2424,Nashik,422001,2024-06-08,2024-06-11,Delivered,Delhivery,,72.0,19.9975,73.7898
PKG2425,Nagpur,440003,2024-06-21,2024-06-24,Delivered,Delhivery,,72.0,21.15,79.09
PKG2426,Nashik,422001,2024-06-19,2024-06-22,Delivered,Delhivery,,72.0,19.9975,73.7898
PKG2427,Nagpur,440004,2024-06-04,2024-06-07,Delivered,Delhivery,,72.0,21.16,79.1
PKG2428,Nashik,422001,2024-07-01,2024-07-04,Delivered,BlueDart,,72.0,19.9975,73.7898
PKG2429,Nashik,422004,2024-06-16,2024-06-17,Delivered,XpressBees,,24.0,20.01,73.8
PKG2430,Nagpur,440004,2024-06-26,2024-06-29,Delivered,BlueDart,,72.0,21.16,79.1
PKG2431,Nagpur,440004,2024-06-01,2024-06-02,Delivered,Delhivery,,24.0,21.16,79.1
PKG2432,Nashik,422001,2024-06-02,2024-06-05,Failed,BlueDart,Weather,72.0,19.9975,73.7898
PKG2433,Nagpur,440004,2024-06-04,2024-06-06,Delivered,XpressBees,,48.0,21.16,79.1
PKG2434,Nashik,422002,2024-06-22,2024-06-24,Failed,Ekart,Holiday,48.0,20.002,73.79
PKG2435,Nashik,422001,2024-06-19,2024-06-21,Delivered,Ekart,,48.0,19.9975,73.7898
PKG2436,Nagpur,440003,2024-06-12,2024-06-14,Delayed,Delhivery,Weather,48.0,21.15,79.09
PKG2437,Nagpur,440004,2024-06-21,2024-06-22,Delivered,BlueDart,,24.0,21.16,79.1
PKG2438,Nagpur,440003,2024-06-24,2024-06-27,Delivered,XpressBees,,72.0,21.15,79.09
PKG2439,Nashik,422002,2024-06-24,2024-06-28,Delivered,Ekart,,96.0,20.002,73.79
PKG2440,Nashik,422004,2024-06-06,2024-06-07,Delayed,Ekart,Address Not Found,24.0,20.01,73.8
PKG2441,Nagpur,440001,2024-06-21,2024-06-23,Failed,XpressBees,,48.0,21.1458,79.0882
PKG2442,Nashik,422003,2024-06-08,2024-06-10,Delivered,Delhivery,,48.0,20.005,73.795
PKG2443,Nashik,422004,2024-06-15,2024-06-16,Delivered,Delhivery,,24.0,20.01,73.8
PKG2444,Nagpur,440002,2024-06-26,2024-06-28,Delivered,XpressBees,,48.0,21.1466,79.0849
PKG2445,Nagpur,440004,2024-06-17,2024-06-20,Delivered,Delhivery,,72.0,21.16,79.1
PKG2446,Nashik,422002,2024-06-16,2024-06-18,Delayed,XpressBees,Address Not Found,48.0,20.002,73.79
PKG2447,Nagpur,440002,2024-06-30,2024-07-02,Delivered,BlueDart,,48.0,21.1466,79.0849
PKG2448,Nagpur,440004,2024-06-04,2024-06-05,Delivered,XpressBees,,24.0,21.16,79.1
PKG2449,Nashik,422003,2024-06-13,2024-06-15,Delivered,Ekart,,48.0,20.005,73.795
PKG2450,Nagpur,440004,2024-06-17,2024-06-20,Delayed,Delhivery,Weather,72.0,21.16,79.1
PKG2451,Nagpur,440003,2024-06-07,2024-06-10,Delayed,Ekart,,72.0,21.15,79.09
PKG2452,Nashik,422003,2024-06-27,2024-06-28,Delivered,XpressBees,,24.0,20.005,73.795
PKG2453,Nagpur,440003,2024-06-09,2024-06-12,Delayed,BlueDart,Weather,72.0,21.15,79.09
PKG2454,Nagpur,440003,2024-06-04,2024-06-05,Delivered,Delhivery,,24.0,21.15,79.09
PKG2455,Nagpur,440003,2024-06-10,2024-06-11,Delivered,Delhivery,,24.0,21.15,79.09
PKG2456,Nagpur,440003,2024-06-07,2024-06-10,Delayed,XpressBees,Weather,72.0,21.15,79.09
PKG2457,Nashik,422003,2024-06-28,2024-06-29,Failed,Delhivery,Weather,24.0,20.005,73.795
PKG2458,Nashik,422004,2024-06-29,2024-07-02,Delayed,Delhivery,Traffic,72.0,20.01,73.8
PKG2459,Nashik,422001,2024-06-01,2024-06-02,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG2460,Nagpur,440004,2024-06-19,2024-06-21,Delivered,Delhivery,,48.0,21.16,79.1
PKG2461,Nashik,422004,2024-06-07,2024-06-09,Delivered,Delhivery,,48.0,20.01,73.8
PKG2462,Nashik,422003,2024-06-30,2024-07-02,Delivered,Ekart,,48.0,20.005,73.795
PKG2463,Nashik,422002,2024-07-01,2024-07-04,Delivered,XpressBees,,72.0,20.002,73.79
PKG2464,Nashik,422002,2024-06-26,2024-06-29,Delayed,Ekart,,72.0,20.002,73.79
PKG2465,Nashik,422001,2024-06-08,2024-06-09,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG2466,Nashik,422001,2024-06-24,2024-06-27,Delayed,Ekart,,72.0,19.9975,73.7898
PKG2467,Nagpur,440001,2024-06-20,2024-06-23,Failed,Delhivery,Weather,72.0,21.1458,79.0882
PKG2468,Nagpur,440004,2024-06-26,2024-06-29,Delayed,XpressBees,Traffic,72.0,21.16,79.1
PKG2469,Nashik,422001,2024-06-18,2024-06-20,Delivered,Delhivery,,48.0,19.9975,73.7898
PKG2470,Nagpur,440002,2024-06-04,2024-06-05,Delivered,Delhivery,,24.0,21.1466,79.0849
PKG2471,Nashik,422001,2024-06-30,2024-07-01,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG2472,Nagpur,440002,2024-06-02,2024-06-05,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG2473,Nagpur,440004,2024-06-02,2024-06-04,Delayed,Delhivery,Address Not Found,48.0,21.16,79.1
PKG2474,Nashik,422002,2024-06-01,2024-06-04,Delivered,XpressBees,,72.0,20.002,73.79
PKG2475,Nagpur,440002,2024-06-22,2024-06-23,Delivered,Ekart,,24.0,21.1466,79.0849
PKG2476,Nagpur,440004,2024-06-26,2024-06-29,Delivered,BlueDart,,72.0,21.16,79.1
PKG2477,Nagpur,440003,2024-06-19,2024-06-20,Failed,XpressBees,Address Not Found,24.0,21.15,79.09
PKG2478,Nagpur,440001,2024-06-22,2024-06-24,Delivered,Delhivery,,48.0,21.1458,79.0882
PKG2479,Nashik,422001,2024-06-14,2024-06-16,Delivered,XpressBees,,48.0,19.9975,73.7898
PKG2480,Nashik,422003,2024-06-22,2024-06-23,Delayed,XpressBees,Weather,24.0,20.005,73.795
PKG2481,Nagpur,440004,2024-06-28,2024-07-01,Failed,Ekart,Address Not Found,72.0,21.16,79.1
PKG2482,Nashik,422003,2024-06-01,2024-06-02,Delivered,Ekart,,24.0,20.005,73.795
PKG2483,Nashik,422001,2024-06-28,2024-07-01,Delayed,XpressBees,Holiday,72.0,19.9975,73.7898
PKG2484,Nashik,422004,2024-06-06,2024-06-09,Delivered,BlueDart,,72.0,20.01,73.8
PKG2485,Nagpur,440003,2024-06-03,2024-06-04,Delayed,Ekart,Traffic,24.0,21.15,79.09
PKG2486,Nashik,422003,2024-06-26,2024-06-28,Delivered,BlueDart,,48.0,20.005,73.795
PKG2487,Nashik,422004,2024-06-24,2024-06-26,Delivered,Ekart,,48.0,20.01,73.8
PKG2488,Nagpur,440003,2024-06-01,2024-06-05,Delayed,Delhivery,Customer Unavailable,96.0,21.15,79.09
PKG2489,Nagpur,440002,2024-06-08,2024-06-11,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG2490,Nashik,422001,2024-06-12,2024-06-15,Delivered,Delhivery,,72.0,19.9975,73.7898
PKG2491,Nagpur,440002,2024-06-01,2024-06-03,Delivered,BlueDart,,48.0,21.1466,79.0849
PKG2492,Nagpur,440001,2024-06-22,2024-06-23,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG2493,Nagpur,440003,2024-06-17,2024-06-20,Delayed,BlueDart,Holiday,72.0,21.15,79.09
PKG2494,Nashik,422002,2024-06-28,2024-06-29,Delayed,Delhivery,,24.0,20.002,73.79
PKG2495,Nagpur,440004,2024-06-15,2024-06-17,Delayed,BlueDart,Holiday,48.0,21.16,79.1
PKG2496,Nagpur,440002,2024-06-15,2024-06-16,Delivered,Ekart,,24.0,21.1466,79.0849
PKG2497,Nagpur,440002,2024-06-18,2024-06-20,Delivered,Ekart,,48.0,21.1466,79.0849
PKG2498,Nashik,422004,2024-06-14,2024-06-16,Delivered,Delhivery,,48.0,20.01,73.8
PKG2499,Nashik,422004,2024-06-26,2024-06-27,Delayed,Ekart,Weather,24.0,20.01,73.8
PKG2500,Nashik,422001,2024-06-03,2024-06-05,Delivered,XpressBees,,48.0,19.9975,73.7898
PKG2501,Nagpur,440003,2024-06-26,2024-06-27,Delayed,XpressBees,Traffic,24.0,21.15,79.09
PKG2502,Nashik,422001,2024-06-04,2024-06-06,Failed,XpressBees,,48.0,19.9975,73.7898
PKG2503,Nashik,422001,2024-06-21,2024-06-22,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG2504,Nagpur,440001,2024-06-29,2024-07-02,Failed,XpressBees,Traffic,72.0,21.1458,79.0882
PKG2505,Nagpur,440001,2024-06-14,2024-06-15,Delayed,BlueDart,,24.0,21.1458,79.0882
PKG2506,Nagpur,440001,2024-06-29,2024-07-02,Delayed,Ekart,Weather,72.0,21.1458,79.0882
PKG2507,Nashik,422002,2024-06-02,2024-06-03,Delivered,BlueDart,,24.0,20.002,73.79
PKG2508,Nashik,422003,2024-07-01,2024-07-04,Delayed,XpressBees,Address Not Found,72.0,20.005,73.795
PKG2509,Nagpur,440003,2024-06-08,2024-06-10,Delivered,Delhivery,,48.0,21.15,79.09
PKG2510,Nagpur,440002,2024-06-14,2024-06-17,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG2511,Nagpur,440002,2024-06-23,2024-06-26,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG2512,Nagpur,440002,2024-06-19,2024-06-20,Delivered,Delhivery,,24.0,21.1466,79.0849
PKG2513,Nagpur,440004,2024-06-12,2024-06-14,Delivered,Delhivery,,48.0,21.16,79.1
PKG2514,Nagpur,440001,2024-06-13,2024-06-14,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG2515,Nashik,422002,2024-06-26,2024-06-29,Delayed,Delhivery,Customer Unavailable,72.0,20.002,73.79
PKG2516,Nashik,422004,2024-06-30,2024-07-02,Delayed,Delhivery,Traffic,48.0,20.01,73.8
PKG2517,Nashik,422004,2024-06-23,2024-06-24,Failed,XpressBees,Customer Unavailable,24.0,20.01,73.8
PKG2518,Nagpur,440003,2024-06-02,2024-06-03,Delivered,XpressBees,,24.0,21.15,79.09
PKG2519,Nagpur,440001,2024-06-10,2024-06-12,Delayed,Delhivery,Weather,48.0,21.1458,79.0882
PKG2520,Nashik,422002,2024-06-28,2024-06-30,Delivered,Ekart,,48.0,20.002,73.79
PKG2521,Nagpur,440002,2024-06-20,2024-06-23,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG2522,Nashik,422002,2024-06-22,2024-06-25,Failed,Ekart,,72.0,20.002,73.79
PKG2523,Nashik,422002,2024-06-20,2024-06-22,Failed,Ekart,Customer Unavailable,48.0,20.002,73.79
PKG2524,Nashik,422002,2024-06-05,2024-06-07,Delivered,Ekart,,48.0,20.002,73.79
PKG2525,Nagpur,440003,2024-06-03,2024-06-06,Delivered,Ekart,,72.0,21.15,79.09
PKG2526,Nashik,422003,2024-06-18,2024-06-20,Failed,BlueDart,,48.0,20.005,73.795
PKG2527,Nagpur,440002,2024-06-17,2024-06-20,Delayed,BlueDart,,72.0,21.1466,79.0849
PKG2528,Nagpur,440003,2024-06-10,2024-06-11,Delayed,Delhivery,,24.0,21.15,79.09
PKG2529,Nagpur,440001,2024-06-08,2024-06-09,Delivered,XpressBees,,24.0,21.1458,79.0882
PKG2530,Nagpur,440003,2024-06-16,2024-06-17,Delivered,Ekart,,24.0,21.15,79.09
PKG2531,Nagpur,440004,2024-06-03,2024-06-04,Delivered,XpressBees,,24.0,21.16,79.1
PKG2532,Nashik,422003,2024-06-13,2024-06-15,Delivered,BlueDart,,48.0,20.005,73.795
PKG2533,Nashik,422004,2024-06-04,2024-06-06,Delayed,BlueDart,,48.0,20.01,73.8
PKG2534,Nashik,422001,2024-06-08,2024-06-10,Delayed,XpressBees,Address Not Found,48.0,19.9975,73.7898
PKG2535,Nashik,422004,2024-06-01,2024-06-04,Delivered,Ekart,,72.0,20.01,73.8
PKG2536,Nagpur,440001,2024-06-29,2024-06-30,Delivered,XpressBees,,24.0,21.1458,79.0882
PKG2537,Nashik,422004,2024-06-20,2024-06-22,Delivered,XpressBees,,48.0,20.01,73.8
PKG2538,Nashik,422004,2024-06-18,2024-06-20,Delayed,BlueDart,Customer Unavailable,48.0,20.01,73.8
PKG2539,Nashik,422003,2024-06-18,2024-06-19,Delivered,BlueDart,,24.0,20.005,73.795
PKG2540,Nagpur,440004,2024-06-12,2024-06-16,Delayed,BlueDart,Holiday,96.0,21.16,79.1
PKG2541,Nagpur,440002,2024-06-09,2024-06-12,Delivered,BlueDart,,72.0,21.1466,79.0849
PKG2542,Nashik,422004,2024-06-11,2024-06-13,Delivered,Delhivery,,48.0,20.01,73.8
PKG2543,Nashik,422002,2024-06-10,2024-06-13,Delivered,Ekart,,72.0,20.002,73.79
PKG2544,Nagpur,440002,2024-06-24,2024-06-25,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG2545,Nashik,422004,2024-06-10,2024-06-13,Failed,Delhivery,Traffic,72.0,20.01,73.8
PKG2546,Nagpur,440004,2024-07-01,2024-07-02,Delivered,XpressBees,,24.0,21.16,79.1
PKG2547,Nashik,422001,2024-06-29,2024-06-30,Delivered,Ekart,,24.0,19.9975,73.7898
PKG2548,Nashik,422003,2024-06-18,2024-06-21,Delivered,BlueDart,,72.0,20.005,73.795
PKG2549,Nagpur,440002,2024-06-09,2024-06-11,Delayed,BlueDart,Address Not Found,48.0,21.1466,79.0849
PKG2550,Nashik,422002,2024-06-30,2024-07-02,Delivered,Ekart,,48.0,20.002,73.79
PKG2551,Nashik,422003,2024-06-03,2024-06-05,Delivered,Delhivery,,48.0,20.005,73.795
PKG2552,Nashik,422003,2024-06-02,2024-06-03,Delivered,BlueDart,,24.0,20.005,73.795
PKG2553,Nashik,422003,2024-06-05,2024-06-06,Failed,Ekart,,24.0,20.005,73.795
PKG2554,Nashik,422002,2024-06-29,2024-06-30,Delayed,Delhivery,,24.0,20.002,73.79
PKG2555,Nagpur,440004,2024-06-03,2024-06-06,Delivered,XpressBees,,72.0,21.16,79.1
PKG2556,Nashik,422004,2024-06-09,2024-06-11,Delivered,Delhivery,,48.0,20.01,73.8
PKG2557,Nagpur,440001,2024-06-12,2024-06-15,Delayed,BlueDart,Holiday,72.0,21.1458,79.0882
PKG2558,Nagpur,440001,2024-06-22,2024-06-25,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG2559,Nagpur,440001,2024-06-05,2024-06-07,Failed,XpressBees,Holiday,48.0,21.1458,79.0882
PKG2560,Nashik,422003,2024-06-13,2024-06-16,Delivered,BlueDart,,72.0,20.005,73.795
PKG2561,Nashik,422001,2024-06-26,2024-06-28,Delivered,XpressBees,,48.0,19.9975,73.7898
PKG2562,Nagpur,440004,2024-06-19,2024-06-21,Delivered,Ekart,,48.0,21.16,79.1
PKG2563,Nagpur,440003,2024-06-24,2024-06-27,Delivered,Ekart,,72.0,21.15,79.09
PKG2564,Nashik,422001,2024-06-07,2024-06-10,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG2565,Nagpur,440003,2024-06-19,2024-06-21,Delivered,Ekart,,48.0,21.15,79.09
PKG2566,Nagpur,440004,2024-06-04,2024-06-07,Delivered,XpressBees,,72.0,21.16,79.1
PKG2567,Nagpur,440002,2024-06-30,2024-07-01,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG2568,Nagpur,440002,2024-06-04,2024-06-07,Delayed,BlueDart,Address Not Found,72.0,21.1466,79.0849
PKG2569,Nashik,422004,2024-06-16,2024-06-18,Delivered,XpressBees,,48.0,20.01,73.8
PKG2570,Nagpur,440002,2024-06-19,2024-06-22,Delayed,Ekart,Traffic,72.0,21.1466,79.0849
PKG2571,Nashik,422002,2024-06-25,2024-06-27,Delivered,Delhivery,,48.0,20.002,73.79
PKG2572,Nashik,422004,2024-06-13,2024-06-14,Delivered,BlueDart,,24.0,20.01,73.8
PKG2573,Nagpur,440003,2024-06-26,2024-06-27,Delivered,BlueDart,,24.0,21.15,79.09
PKG2574,Nashik,422002,2024-06-27,2024-06-28,Delivered,Delhivery,,24.0,20.002,73.79
PKG2575,Nashik,422004,2024-06-04,2024-06-05,Delivered,Delhivery,,24.0,20.01,73.8
PKG2576,Nagpur,440001,2024-07-01,2024-07-03,Delivered,BlueDart,,48.0,21.1458,79.0882
PKG2577,Nashik,422003,2024-06-13,2024-06-15,Delayed,Ekart,Customer Unavailable,48.0,20.005,73.795
PKG2578,Nagpur,440003,2024-06-12,2024-06-15,Delayed,Delhivery,,72.0,21.15,79.09
PKG2579,Nashik,422002,2024-06-18,2024-06-20,Delayed,BlueDart,Customer Unavailable,48.0,20.002,73.79
PKG2580,Nagpur,440003,2024-06-01,2024-06-04,Delivered,Ekart,,72.0,21.15,79.09
PKG2581,Nagpur,440003,2024-06-09,2024-06-10,Delivered,BlueDart,,24.0,21.15,79.09
PKG2582,Nashik,422002,2024-06-17,2024-06-18,Delivered,Delhivery,,24.0,20.002,73.79
PKG2583,Nagpur,440001,2024-06-30,2024-07-02,Delayed,Delhivery,Traffic,48.0,21.1458,79.0882
PKG2584,Nashik,422001,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG2585,Nashik,422003,2024-06-01,2024-06-03,Delayed,BlueDart,Customer Unavailable,48.0,20.005,73.795
PKG2586,Nashik,422004,2024-06-16,2024-06-18,Delivered,BlueDart,,48.0,20.01,73.8
PKG2587,Nagpur,440001,2024-06-27,2024-06-29,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG2588,Nashik,422003,2024-06-23,2024-06-26,Delivered,XpressBees,,72.0,20.005,73.795
PKG2589,Nashik,422002,2024-06-06,2024-06-07,Delivered,Delhivery,,24.0,20.002,73.79
PKG2590,Nagpur,440004,2024-06-21,2024-06-23,Delivered,Ekart,,48.0,21.16,79.1
PKG2591,Nashik,422004,2024-06-27,2024-06-28,Delivered,Ekart,,24.0,20.01,73.8
PKG2592,Nagpur,440002,2024-06-14,2024-06-15,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG2593,Nagpur,440002,2024-06-20,2024-06-21,Delivered,Delhivery,,24.0,21.1466,79.0849
PKG2594,Nashik,422001,2024-06-27,2024-06-28,Delivered,Ekart,,24.0,19.9975,73.7898
PKG2595,Nagpur,440001,2024-06-21,2024-06-23,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG2596,Nashik,422001,2024-06-11,2024-06-12,Delivered,Ekart,,24.0,19.9975,73.7898
PKG2597,Nagpur,440004,2024-06-25,2024-06-26,Delivered,Ekart,,24.0,21.16,79.1
PKG2598,Nagpur,440004,2024-06-04,2024-06-07,Failed,Delhivery,Customer Unavailable,72.0,21.16,79.1
PKG2599,Nashik,422001,2024-06-06,2024-06-09,Delayed,Ekart,Address Not Found,72.0,19.9975,73.7898
PKG2600,Nashik,422003,2024-06-05,2024-06-06,Failed,XpressBees,Address Not Found,24.0,20.005,73.795
PKG2601,Nashik,422001,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG2602,Nashik,422003,2024-06-06,2024-06-08,Delivered,Ekart,,48.0,20.005,73.795
PKG2603,Nagpur,440002,2024-06-17,2024-06-18,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG2604,Nagpur,440001,2024-06-21,2024-06-24,Delayed,Delhivery,Customer Unavailable,72.0,21.1458,79.0882
PKG2605,Nagpur,440002,2024-07-01,2024-07-04,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG2606,Nagpur,440001,2024-06-27,2024-06-30,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG2607,Nagpur,440004,2024-06-08,2024-06-09,Delivered,Delhivery,,24.0,21.16,79.1
PKG2608,Nagpur,440002,2024-06-26,2024-06-29,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG2609,Nagpur,440004,2024-06-18,2024-06-19,Delivered,Delhivery,,24.0,21.16,79.1
PKG2610,Nagpur,440003,2024-06-01,2024-06-02,Delivered,Delhivery,,24.0,21.15,79.09
PKG2611,Nashik,422003,2024-06-17,2024-06-18,Failed,Delhivery,,24.0,20.005,73.795
PKG2612,Nagpur,440001,2024-06-30,2024-07-02,Delayed,Ekart,Customer Unavailable,48.0,21.1458,79.0882
PKG2613,Nagpur,440002,2024-06-04,2024-06-05,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG2614,Nagpur,440002,2024-06-14,2024-06-17,Delivered,BlueDart,,72.0,21.1466,79.0849
PKG2615,Nagpur,440004,2024-06-08,2024-06-11,Delayed,Ekart,Customer Unavailable,72.0,21.16,79.1
PKG2616,Nashik,422004,2024-06-27,2024-06-29,Delivered,BlueDart,,48.0,20.01,73.8
PKG2617,Nashik,422004,2024-06-06,2024-06-07,Delayed,Delhivery,Holiday,24.0,20.01,73.8
PKG2618,Nashik,422003,2024-06-21,2024-06-23,Delivered,Ekart,,48.0,20.005,73.795
PKG2619,Nashik,422003,2024-06-17,2024-06-20,Delivered,BlueDart,,72.0,20.005,73.795
PKG2620,Nagpur,440002,2024-06-08,2024-06-10,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG2621,Nashik,422001,2024-06-12,2024-06-14,Delivered,Delhivery,,48.0,19.9975,73.7898
PKG2622,Nagpur,440003,2024-06-30,2024-07-02,Delivered,XpressBees,,48.0,21.15,79.09
PKG2623,Nagpur,440002,2024-06-29,2024-07-01,Delivered,Ekart,,48.0,21.1466,79.0849
PKG2624,Nagpur,440001,2024-06-22,2024-06-23,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG2625,Nashik,422001,2024-06-01,2024-06-02,Delayed,XpressBees,Weather,24.0,19.9975,73.7898
PKG2626,Nagpur,440002,2024-06-07,2024-06-10,Delayed,Delhivery,Address Not Found,72.0,21.1466,79.0849
PKG2627,Nashik,422004,2024-06-18,2024-06-19,Delivered,XpressBees,,24.0,20.01,73.8
PKG2628,Nagpur,440001,2024-06-21,2024-06-24,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG2629,Nagpur,440002,2024-06-12,2024-06-15,Delivered,Ekart,,72.0,21.1466,79.0849
PKG2630,Nashik,422002,2024-06-12,2024-06-15,Failed,XpressBees,,72.0,20.002,73.79
PKG2631,Nagpur,440003,2024-06-29,2024-06-30,Delivered,XpressBees,,24.0,21.15,79.09
PKG2632,Nagpur,440002,2024-06-11,2024-06-13,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG2633,Nagpur,440004,2024-06-30,2024-07-02,Failed,XpressBees,Customer Unavailable,48.0,21.16,79.1
PKG2634,Nagpur,440003,2024-06-16,2024-06-19,Delivered,BlueDart,,72.0,21.15,79.09
PKG2635,Nashik,422001,2024-06-30,2024-07-02,Delivered,Ekart,,48.0,19.9975,73.7898
PKG2636,Nagpur,440002,2024-06-12,2024-06-13,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG2637,Nashik,422004,2024-06-02,2024-06-05,Delayed,Ekart,Address Not Found,72.0,20.01,73.8
PKG2638,Nagpur,440004,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,21.16,79.1
PKG2639,Nashik,422003,2024-06-23,2024-06-24,Delivered,Delhivery,,24.0,20.005,73.795
PKG2640,Nagpur,440001,2024-06-14,2024-06-16,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG2641,Nagpur,440002,2024-06-04,2024-06-06,Delayed,BlueDart,Holiday,48.0,21.1466,79.0849
PKG2642,Nashik,422001,2024-06-30,2024-07-02,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG2643,Nashik,422001,2024-06-02,2024-06-03,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG2644,Nashik,422003,2024-06-03,2024-06-05,Delivered,Delhivery,,48.0,20.005,73.795
PKG2645,Nagpur,440002,2024-06-15,2024-06-18,Delivered,BlueDart,,72.0,21.1466,79.0849
PKG2646,Nashik,422002,2024-06-19,2024-06-21,Delivered,XpressBees,,48.0,20.002,73.79
PKG2647,Nashik,422003,2024-07-01,2024-07-02,Delivered,BlueDart,,24.0,20.005,73.795
PKG2648,Nashik,422001,2024-06-28,2024-06-30,Failed,Ekart,Weather,48.0,19.9975,73.7898
PKG2649,Nagpur,440003,2024-06-02,2024-06-04,Delivered,XpressBees,,48.0,21.15,79.09
PKG2650,Nashik,422001,2024-06-12,2024-06-14,Delivered,Ekart,,48.0,19.9975,73.7898
PKG2651,Nashik,422001,2024-06-08,2024-06-11,Delayed,XpressBees,Customer Unavailable,72.0,19.9975,73.7898
PKG2652,Nashik,422001,2024-06-11,2024-06-14,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG2653,Nagpur,440003,2024-06-24,2024-06-27,Delivered,Delhivery,,72.0,21.15,79.09
PKG2654,Nashik,422004,2024-06-26,2024-06-28,Delayed,XpressBees,Traffic,48.0,20.01,73.8
PKG2655,Nashik,422004,2024-06-26,2024-06-28,Delivered,XpressBees,,48.0,20.01,73.8
PKG2656,Nashik,422004,2024-07-01,2024-07-04,Delivered,Delhivery,,72.0,20.01,73.8
PKG2657,Nashik,422001,2024-06-03,2024-06-04,Failed,XpressBees,,24.0,19.9975,73.7898
PKG2658,Nashik,422003,2024-06-27,2024-06-30,Delivered,Delhivery,,72.0,20.005,73.795
PKG2659,Nashik,422003,2024-06-13,2024-06-17,Delivered,BlueDart,,96.0,20.005,73.795
PKG2660,Nashik,422004,2024-06-18,2024-06-19,Delivered,Delhivery,,24.0,20.01,73.8
PKG2661,Nashik,422004,2024-06-18,2024-06-20,Delivered,Ekart,,48.0,20.01,73.8
PKG2662,Nagpur,440002,2024-06-16,2024-06-18,Delivered,XpressBees,,48.0,21.1466,79.0849
PKG2663,Nagpur,440003,2024-06-28,2024-06-30,Failed,BlueDart,,48.0,21.15,79.09
PKG2664,Nagpur,440003,2024-06-27,2024-06-28,Delivered,BlueDart,,24.0,21.15,79.09
PKG2665,Nashik,422003,2024-06-06,2024-06-08,Delayed,BlueDart,Holiday,48.0,20.005,73.795
PKG2666,Nagpur,440004,2024-06-10,2024-06-11,Delayed,XpressBees,Weather,24.0,21.16,79.1
PKG2667,Nashik,422004,2024-06-01,2024-06-04,Delivered,Delhivery,,72.0,20.01,73.8
PKG2668,Nashik,422001,2024-06-18,2024-06-21,Delayed,BlueDart,Holiday,72.0,19.9975,73.7898
PKG2669,Nashik,422004,2024-07-01,2024-07-02,Delivered,BlueDart,,24.0,20.01,73.8
PKG2670,Nagpur,440003,2024-06-05,2024-06-07,Delayed,Delhivery,Holiday,48.0,21.15,79.09
PKG2671,Nagpur,440004,2024-06-11,2024-06-13,Delayed,XpressBees,Traffic,48.0,21.16,79.1
